ID,Company,Count,Address,City,County,State,Zip,Manager,"Recent Activity"
86243,"Teo's Truck & Transfer Inc.",1,"3840 Statesville Ave",Charlotte,"Mecklenburg County",NC,28206,"Jacob Withers",2021-11-05T13:09:47+00:00
24416,"RPM Cycles",1,"1510 U.S. 52",Albemarle,"Stanly County",NC,28001,"Dan Davis",2021-11-01T18:50:23+00:00
86713,"LMC Charlotte",1,"500 E Morehead St Suite 300",Charlotte,"Mecklenburg County",NC,28202,"Jacob Withers",2021-10-27T18:09:17+00:00
86859,MacLean-Fogg,1,"227 Manufacturers Blvd",Mooresville,"Iredell County",NC,28115,"Jacob Withers",2021-10-27T18:07:05+00:00
23855,"Carlisle Mfg",0,"Invoice Processing",Carlisle,"Cumberland County",PA,17013,,2021-10-27T16:43:15+00:00
24155,"Jacobs Group General Contractors",2,"3515 Mattingly Road",Buckner,"Oldham County",KY,40010,"Dan Davis",2021-10-27T14:43:41+00:00
74206,"Sea Pac Engineering Inc",1,"625 S New Hampshire Ave","Los Angeles","Los Angeles County",CA,90005,,2021-10-27T12:16:36+00:00
86485,"Facilities Resource Group",1,"3404 Busch Dr SW",Grandville,"Kent County",MI,49418,,2021-10-25T17:59:17+00:00
86501,Miradorrea,1,"11819 Reames Rd",Charlotte,"Mecklenburg County",NC,28269,"John Hedrick",2021-10-25T15:09:49+00:00
23807,"Beacon Partners",3,"500 East Morehead Street",Charlotte,"Mecklenburg County",NC,28202,"Jacob Withers",2021-10-25T14:57:16+00:00
86497,"The Suddath Company",2,"815 S Main Street",Jacksonville,,Florida,32207,,2021-10-22T11:39:21+00:00
86581,"Southern Industrial Constructors",1,"136 Roymac Dr",Wilmington,"New Hanover County",NC,28401,"John Hedrick",2021-10-20T18:24:32+00:00
86444,"Brookfield Properties",1,"250 Vesey St","New York","New York County",NY,10281,"Jacob Withers",2021-10-14T16:17:43+00:00
24307,"Northside Baptist",3,"333 Jeremiah Boulevard",Charlotte,"Mecklenburg County",NC,28262,"Jacob Withers",2021-10-14T11:43:37+00:00
24487,"Sree Hotels",1,"5113 Piper Station, Ste 300","Charlotte, NC 28277",,XX,,"Jacob Withers",2021-10-14T11:41:03+00:00
24475,"Southern Builders of York County",2,"521 East White Street","Rock Hill","York County",SC,29730,,2021-10-13T18:06:39+00:00
73644,"Sacred Souls Church",1,"2127 Eastway Dr",Charlotte,"Mecklenburg County",NC,28205,"Jacob Withers",2021-10-13T15:17:27+00:00
24451,"Sheil Sexton",1,"5950 Fairview Road",Charlotte,"Mecklenburg County",NC,28210,"John Hedrick (FCS)",2021-10-13T13:41:47+00:00
24174,"Jones Lange LaSalle",3,"4201 Congress Street Suite 300",Charlotte,"Mecklenburg County",NC,28209,"Jacob Withers",2021-10-12T14:29:52+00:00
86273,"McMahon Truck Center",0,"3609 Trailer Dr",Charlotte,"Mecklenburg County",NC,28269,"Mike Kennedy",2021-10-08T18:41:20+00:00
86245,"Gateway Property Management",3,"22 Inverness Center Pkwy",Birmingham,"Shelby County",AL,35242,"Jacob Withers",2021-10-08T12:13:57+00:00
24288,"NC Department of Transportation",3,"1525 Mail Service Center",Raleigh,"Wake County",NC,27699,,2021-10-08T11:47:17+00:00
23995,"Eagle Span",1,"3815 Beasley Lane",Charlotte,"Mecklenburg County",NC,28206,"Jacob Withers",2021-10-08T11:44:01+00:00
86241,"East Group Properties",1,"400 W Parkway Pl",Ridgeland,"Madison County",MS,39157,"Jacob Withers",2021-10-08T11:24:34+00:00
73729,"Advanced Auto Parts",1,"1900 Jenkins Dairy Rd",Gastonia,"Gaston County",NC,28052,"John Hedrick",2021-10-06T20:17:26+00:00
36225,"Woodcrest Management",1,"3113 S University Dr","Fort Worth","Tarrant County",TX,76109,"Jacob Withers",2021-10-05T12:01:29+00:00
73865,"ILIM School",0,"undefined Marshall Bridge Rd #4108",Charlotte,"Mecklenburg County",NC,28277,"Rich Kryhoski",2021-09-27T17:48:04+00:00
74275,"Dr. Galvin Residence",1,"6808 Highgrove Pl",Concord,"Cabarrus County",NC,28027,,2021-09-16T16:32:37+00:00
36240,"MCM Resourcing, LLC",1,"8420 US Highway 158",Stokesdale,,NC,27357,,2021-09-15T15:00:17+00:00
74138,"Barry Sullivan Residence",1,"332 Main St",Matthews,"Mecklenburg County",NC,28105,"Jacob Withers",2021-09-10T12:31:25+00:00
23860,"Carolina Custom Maintenance",1,"508 Clover Leaf Rd",Marshville,"Union County",NC,28103,"Rich Kryhoski",2021-09-09T12:45:16+00:00
24243,"Matt Greco",2,"10609 Conistan Place",Cornelius,"Mecklenburg County",NC,28031,,2021-09-09T11:18:56+00:00
73953,"Elite Air and Heat",1,"2175 Mt Gallant Rd","Rock Hill","York County",SC,29732,"Rich Kryhoski",2021-09-03T20:34:16+00:00
59785,"Bacon Construction",2,"1880 General George Patton Dr",Franklin,"Williamson County",TN,37067,,2021-08-31T15:12:45+00:00
73540,"SMB of Greenville 11, LLC c/o NAI Earl Furman, LLC",6,"101 E Washington St",Greenville,"Greenville County",SC,29601,"John Hedrick",2021-08-30T18:37:54+00:00
23830,"Bread of life church",0,"1245 Tom Hunter Road",Charlotte,"Mecklenburg County",NC,28213,"Jacob Withers",2021-08-27T17:38:27+00:00
23900,"Chester County",8,"1476 J A Cochran Bypass",Chester,"Chester County",SC,29706,"John Hedrick",2021-08-26T18:43:37+00:00
55173,"Arco Murray",1,"3110 Woodcreek Drive","Downers Grove",,IL,60515,,2021-08-26T13:41:14+00:00
73630,"Town & Country Fence",1,"108 Manley St",Charlotte,"Mecklenburg County",NC,28216,"Dan Davis",2021-08-24T19:04:25+00:00
36130,"Steeles Mechanical",2,"1710 Charlotte Hwy",Lancaster,"Lancaster County",SC,29720,"Jacob Withers",2021-08-24T17:46:51+00:00
59784,"Jet's Pizza",0,"1800 Rozzelles Ferry Rd",Charlotte,"Mecklenburg County",NC,28208,,2021-08-23T12:00:38+00:00
24287,"National Roofing Partners",10,"621 E State Hwy 121 South",Coppell,"Denton County",TX,75019,"John Hedrick",2021-08-20T16:19:45+00:00
73198,"Wingate Residence",1,"1202 State Rd S-46-422",Clover,"York County",SC,29710,"Chris Gore",2021-08-19T18:29:38+00:00
73248,"Wayne J. Griffin",0,"9801-C Southern Pine Blvd",Charlotte,,NC,28273,,2021-08-17T18:38:16+00:00
24285,"Myers Park Country Club",2,"2415 Roswell Avenue",Charlotte,"Mecklenburg County",NC,28209,"Jacob Withers",2021-08-16T17:03:59+00:00
24218,"Live Nation",1,"707 Pavilion Boulevard",Charlotte,"Mecklenburg County",NC,28262,"Jacob Withers",2021-08-14T21:07:45+00:00
23951,"D & K Properties, LLC",3,"PO Box 1301","Mount Holly","Gaston County",NC,28120,"Dan Davis",2021-08-14T20:59:46+00:00
59591,"Casey Industrial",1,"890 W Cherry St",Louisville,"Boulder County",CO,80027,"John Hedrick",2021-08-10T19:21:35+00:00
23891,"Charlotte Catholic HS - Lower Gym",1,"7702 Pineville-Matthews Road",Charlotte,"Mecklenburg County",NC,28226,,2021-08-10T15:35:53+00:00
25558,"Barnhill Contracting Company",2,"4325 Pleasant Valley Rd",Raleigh,"Wake County",NC,27612,,2021-08-06T16:17:31+00:00
23892,"Sustainable Contractors",1,"8611 Concord Mills Boulevard",Concord,"Cabarrus County",NC,28027,"Jacob Withers",2021-08-05T17:55:29+00:00
73192,"Visual South",1,"9280 Davidson Hwy",Concord,"Cabarrus County",NC,28027,"Rich Kryhoski",2021-08-04T17:43:34+00:00
24309,"Northwood Raven",3,"558 East Stonewall Street",Charlotte,"Mecklenburg County",NC,28202,"Jacob Withers",2021-08-04T12:18:40+00:00
73199,"Gore Residence",1,"2019 Marquesas Ave","Fort Mill","York County",SC,29708,"Chris Gore",2021-08-03T10:09:58+00:00
36964,"Roman Properties LLC",0,"1900 Abbott St",Charlotte,"Mecklenburg County",NC,28203,"Jacob Withers",2021-07-30T18:50:15+00:00
67423,"Precision Builders",1,"3160 Hwy 21 N. Suite 104/ PMB 100","Fort Mill",,SC,29715,,2021-07-30T11:42:24+00:00
36827,Carowinds,0,"14523 Carowinds Blvd",Charlotte,"Mecklenburg County",NC,28273,"Jacob Withers",2021-07-30T11:38:56+00:00
73146,"Two Kings Casino",0,"538 Kings Mountain Blvd","Kings Mountain","Cleveland County",NC,28086,"Jacob Withers",2021-07-30T11:34:35+00:00
69767,"Southwood Realty",0,"165 S York St",Gastonia,"Gaston County",NC,28052,"Jacob Withers",2021-07-30T11:31:07+00:00
66077,"AVM Contractors LLC",2,"1800 Camden Rd",Charlotte,"Mecklenburg County",NC,28203,,2021-07-27T19:45:01+00:00
24294,"New South Properties",0,"1518 East 3rd Street",Charlotte,"Mecklenburg County",NC,28204,"Jacob Withers",2021-07-22T18:42:15+00:00
72931,"Casto Charlotte",0,"8929 J M Keynes Dr",Charlotte,"Mecklenburg County",NC,28262,"Jacob Withers",2021-07-22T17:10:18+00:00
72923,Prologis,0,"2217 Distribution Center Dr",Charlotte,"Mecklenburg County",NC,28269,"Jacob Withers",2021-07-22T15:52:44+00:00
72922,"Performance Food Service",1,"543 12th St Dr NW",Hickory,"Catawba County",NC,28601,"Jacob Withers",2021-07-22T15:42:09+00:00
23983,Dole,1,"220 Southridge Parkway","Bessemer City","Gaston County",NC,28016,"Jacob Withers",2021-07-22T15:23:31+00:00
24133,"Hunter Douglas",1,"201 Southridge Parkway","Bessemer City","Gaston County",NC,28016,"Jacob Withers",2021-07-22T15:19:21+00:00
72893,"Mallard Creek STEM Academy",1,"9142 Browne Rd",Charlotte,"Mecklenburg County",NC,28269,"Jacob Withers",2021-07-22T14:31:29+00:00
23934,"Cousins Properties",0,"800 W Trade St",Charlotte,"Mecklenburg County",NC,28202,"Jacob Withers",2021-07-16T18:51:44+00:00
69771,"Bridge Property Management",0,"111 E Sego Lily Dr",Sandy,"Salt Lake County",UT,84070,"Jacob Withers",2021-07-16T11:52:50+00:00
71870,"Northwood Office",0,"11605 N Community House Rd",Charlotte,"Mecklenburg County",NC,28277,"Jacob Withers",2021-07-15T19:38:21+00:00
70900,"GCI Residential",0,"10720 Sikes Pl",Charlotte,"Mecklenburg County",NC,28277,"Jacob Withers",2021-07-15T15:03:53+00:00
67822,"Brandon Miller",1,"Miller Residence",Charlotte,"Mecklenburg County",NC,28273,,2021-07-15T13:56:24+00:00
24259,"Meridian Commercial, LLC",3,"1443 South Blvd.",Charlotte,"Mecklenburg County",NC,28203,"Dan Davis",2021-07-14T15:58:06+00:00
66895,"Geller Properties",0,"101 Eisenhower Pkwy",Roseland,"Essex County",NJ,07068,"Jacob Withers",2021-07-12T17:20:19+00:00
70523,"Real Property Management Experts",0,"8604 Cliff Cameron Dr",Charlotte,"Mecklenburg County",NC,28269,"Jacob Withers",2021-07-12T16:48:33+00:00
23902,"Choate Construction Company",2,"2907 Providence Road, Suite 400",Charlotte,"Mecklenburg County",NC,28211,"John Hedrick",2021-07-12T13:15:10+00:00
69774,"Charter Properties",0,"1520 South Blvd",Charlotte,"Mecklenburg County",NC,28203,"Jacob Withers",2021-07-08T15:13:30+00:00
24382,"Red Valve",1,"1205 Isley Drive",Gastonia,"Gaston County",NC,28052,"Jacob Withers",2021-07-08T14:48:51+00:00
66910,"Wellington Advisors",0,"2121 Eastchester Dr","High Point","Guilford County",NC,27265,"Jacob Withers",2021-07-08T14:47:08+00:00
69777,"Covenant Property Services",0,"888 Woodmere Pl",Woodmere,"Nassau County",NY,11598,"Jacob Withers",2021-07-08T14:42:42+00:00
69770,"S2 NC Management LLC",0,"5950 Berkshire Ln",Dallas,"Dallas County",TX,75225,"Jacob Withers",2021-07-08T14:28:24+00:00
69768,"Diamond Trust Company LLC",0,"137 Brawley Woods Ln",Mooresville,"Iredell County",NC,28115,"Jacob Withers",2021-07-08T14:26:25+00:00
24325,"Hood Container",2,"1880 Riverview Road",Lincolnton,"Lincoln County",NC,28092,,2021-07-06T18:55:05+00:00
69879,"Landmark Properties GA",0,"315 Oconee St",Athens,"Clarke County",GA,30601,"Jacob Withers",2021-07-02T15:28:07+00:00
24386,"Reid's Remodeling",2,"2717 High Ridge Road",Charlotte,"Mecklenburg County",NC,28270,"Jacob Withers",2021-07-02T15:26:01+00:00
69997,"Landmark Builders",1,"4838 Statesville Rd",Charlotte,"Mecklenburg County",NC,28269,"John Hedrick",2021-06-29T18:51:03+00:00
69994,"JLF Property Management",0,"8410 Pit Stop Ct NW",Concord,"Cabarrus County",NC,28027,"Jacob Withers",2021-06-29T17:48:15+00:00
25552,"Bessemer City Chamber of Commerce",1,"201 W Washington Ave","Bessemer City","Gaston County",NC,28016,"Jacob Withers",2021-06-29T11:57:35+00:00
69974,"Inland Group",1,"2901 Butterfield Road","Oak Brook",,Illinois,60521,,2021-06-29T11:22:50+00:00
23768,"American Asset Corp  LLC",3,"3700 Arco Corporate Dr.  Suite 350",Charlotte,"Mecklenburg County",NC,28273,"John Hedrick",2021-06-28T19:49:49+00:00
24084,"Kinley Properties Inc",1,"833 East Blvd",Charlotte,"Mecklenburg County",NC,28203,"Jacob Withers",2021-06-24T14:53:54+00:00
36910,"Landmark Properties LLC",0,"1872 India Hook Rd","Rock Hill","York County",SC,29732,"Jacob Withers",2021-06-24T13:51:49+00:00
24205,"Laxer Long and Savage",3,"7820 Ballantyne Commons Pkwy",Charlotte,"Mecklenburg County",NC,28277,"Jacob Withers",2021-06-22T18:00:53+00:00
69772,"Tribute Properties",0,"10 Cardinal Dr S",Wilmington,"New Hanover County",NC,28403,"Jacob Withers",2021-06-21T15:00:50+00:00
69741,"Whitesides Property Management",0,"1300 S Mint St",Charlotte,"Mecklenburg County",NC,28203,"Jacob Withers",2021-06-18T18:00:09+00:00
66908,"Marsh Properties",0,"215 Poindexter Dr",Charlotte,"Mecklenburg County",NC,28209,"Jacob Withers",2021-06-18T15:06:00+00:00
23927,"Continental Communities/ Charlotte",0,"150 E. Broad St., Suite 200",Columbus,"Franklin County",OH,43215,,2021-06-17T18:08:58+00:00
36224,"Casco Signs",1,"199 Wilshire Ave SW",Concord,"Cabarrus County",NC,28025,"Jacob Withers",2021-06-17T15:15:27+00:00
67177,"Josh Barnhardt",1,"Renovation Project",Salisbury,"Rowan County",NC,28144,,2021-06-17T13:36:56+00:00
69663,"Property Matters Realty",0,"201 E Main Ave",Gastonia,"Gaston County",NC,28052,"Jacob Withers",2021-06-16T19:53:29+00:00
59445,"Hurst Jaws of Life",1,"711 N Post Rd",Shelby,"Cleveland County",NC,28150,,2021-06-16T19:18:41+00:00
69637,"Donovan Williams & Associates",0,"628 Oakland Ave",Charlotte,"Mecklenburg County",NC,28204,"Jacob Withers",2021-06-16T15:53:31+00:00
69636,"Tri Bridges Residential",0,"100 Peachtree St NW",Atlanta,"Fulton County",GA,30303,"Jacob Withers",2021-06-16T15:50:42+00:00
69626,"Peyton McCollum",1,"2221 Camalier Ln",Charlotte,"Mecklenburg County",NC,28273,"John Hedrick",2021-06-16T15:09:17+00:00
69531,"Armada Hoffler",0,"222 Central Park Ave","Virginia Beach",,VA,23462,"Jacob Withers",2021-06-14T17:01:27+00:00
69509,"Southern Real Estate",0,"4201 Congress St",Charlotte,"Mecklenburg County",NC,28209,"Jacob Withers",2021-06-14T12:30:40+00:00
69483,"MCI Mechanical Contractors",0,"MCI Office",Charlotte,"Mecklenburg County",NC,28213,,2021-06-11T19:39:54+00:00
24504,"Superior Mechanical Systems",0,"600 Atando Avenue",Charlotte,"Mecklenburg County",NC,28206,"Jacob Withers",2021-06-11T19:26:39+00:00
67100,"Metrolina Builders",0,"Metrolina Builders",Charlotte,"Mecklenburg County",NC,28273,,2021-06-03T19:08:01+00:00
68764,"Alliance Diesel Machine",0,"7416 Old Mt Holly Rd",Charlotte,"Mecklenburg County",NC,28214,"Jacob Withers",2021-06-03T11:31:12+00:00
68763,"Wilson Finley Company",0,"6800 Freedom Dr",Charlotte,"Mecklenburg County",NC,28214,"Jacob Withers",2021-06-03T11:28:28+00:00
68762,Magellan,0,"7145 Old Mt Holly Rd",Charlotte,"Mecklenburg County",NC,28214,"Jacob Withers",2021-06-03T11:26:58+00:00
36283,"Piedmont Properties",3,"115 E Park Ave",Charlotte,"Mecklenburg County",NC,28203,"John Hedrick",2021-06-03T11:20:32+00:00
68761,"Park Street United Methodist Church",0,"120 Park St",Belmont,"Gaston County",NC,28012,"Jacob Withers",2021-06-03T11:12:43+00:00
68760,"Transit Damaged Freight",0,"7917 Moores Chapel Rd",Charlotte,"Mecklenburg County",NC,28214,"Jacob Withers",2021-06-03T11:10:54+00:00
68746,TransMontaigne,0,"7615 Old Mt Holly Rd",Charlotte,"Mecklenburg County",NC,28214,"Jacob Withers",2021-06-02T18:10:20+00:00
68744,"Tank Town Truck & Trailer",0,"7424 Kenstead Cir",Charlotte,"Mecklenburg County",NC,28214,"Jacob Withers",2021-06-02T17:55:08+00:00
68743,"American Trutzschler",0,"12300 Moores Chapel Rd",Charlotte,"Mecklenburg County",NC,28214,"Jacob Withers",2021-06-02T17:52:39+00:00
23734,"3F North America",1,"12301 Moores Chapel Road",Charlotte,"Mecklenburg County",NC,28214,"Jacob Withers",2021-06-02T15:19:47+00:00
66813,"Belle Nicho Winery",1,"Belle Nicho Winery",Nebo,"McDowell County",NC,28761,,2021-06-01T13:51:22+00:00
68583,"Healthcare Management of America",1,"13801 Reese Blvd W",Huntersville,"Mecklenburg County",NC,28078,"John Hedrick",2021-06-01T13:19:40+00:00
36181,"Hovis, LLC",1,"5019 Hovis Rd",Charlotte,"Mecklenburg County",NC,28208,,2021-05-28T17:48:22+00:00
66637,"Hogan Cabinetry and Millworking",1,"1720 S Main St","China Grove","Rowan County",NC,28023,"Jacob Withers",2021-05-25T17:49:21+00:00
23959,"David E. Looper & Company, Inc.",0,"320 15th Street, SE",Hickory,"Catawba County",NC,28602,,2021-05-18T14:32:34+00:00
66939,"P&R Property Consulting Group",0,"811 Center St",Apex,"Wake County",NC,27502,"Jacob Withers",2021-05-18T13:35:52+00:00
23798,"Barnhill Contracting Co.",1,"4325 Pleasant Valley Rd., P.o. Box 31765",Raleigh,"Wake County",NC,27622,,2021-05-17T19:14:10+00:00
67368,"Dye Chem International INC",0,"2019 Center Park Dr",Charlotte,"Mecklenburg County",NC,28217,"Jacob Withers",2021-05-17T18:37:20+00:00
67367,"Geo Graphics Screen Printing",0,"3622 Green Park Cir",Charlotte,"Mecklenburg County",NC,28217,"Jacob Withers",2021-05-17T18:35:51+00:00
59744,"Leger Corp",1,"720 Matthews Township Pkwy",Matthews,"Mecklenburg County",NC,28105,"Jacob Withers",2021-05-11T21:37:04+00:00
25483,"Park Commercial Real Estate",0,"Park Commercial Real Estate",Charlotte,"Mecklenburg County",NC,28217,,2021-05-11T15:22:26+00:00
67101,"Simpson Commercial",0,"Simpson Commercial",Greensboro,"Guilford County",NC,27408,,2021-05-11T15:15:49+00:00
44068,"Frampton Construction",1,"4500 Cameron Valley Pkwy",Charlotte,"Mecklenburg County",NC,28211,,2021-05-11T15:11:36+00:00
24427,"Samet Corporation",3,"5605 Carnegie Boulevard",Charlotte,"Mecklenburg County",NC,28209,"Jacob Withers",2021-05-11T15:07:32+00:00
23800,"Barry Simpson Construction Co",5,"PO Box 690220","Mint Hill","Mecklenburg County",NC,28227,,2021-05-10T10:39:06+00:00
25768,"Deacon Jones Auto Group",4,"3301 McLain St",Goldsboro,"Wayne County",NC,27534,,2021-05-07T18:57:14+00:00
60586,"Janco Enterprises Inc",1,"Janco Enterprises Inc",Charlotte,"Mecklenburg County",NC,28214,,2021-05-07T18:41:52+00:00
24524,"The Walking Company",0,"519 Lincoln County Parkway",Lincolnton,"Lincoln County",NC,28092,"Jacob Withers",2021-05-07T16:36:16+00:00
66982,"McCreary Modern Chairs",0,"2564 US-321 BUS",Newton,"Catawba County",NC,28658,"Jacob Withers",2021-05-07T16:34:23+00:00
66979,"EJ Victor",0,"110 Wamsutta Mill Rd",Morganton,"Burke County",NC,28655,"Jacob Withers",2021-05-07T16:28:35+00:00
66977,"Gerresheimer Glass",0,"114 Wamsutta Mill Rd",Morganton,"Burke County",NC,28655,"Jacob Withers",2021-05-07T16:25:59+00:00
66976,"Neptco Inc.",0,"2012 Hickory Blvd",Lenoir,"Caldwell County",NC,28645,"Jacob Withers",2021-05-07T16:21:22+00:00
66970,"Milestone Construction",0,"Milestone Construction",Charlotte,"Mecklenburg County",NC,28204,,2021-05-07T15:44:49+00:00
66913,"Berkshire Communities",0,"1150 Sanctuary Pkwy",Alpharetta,"Fulton County",GA,30009,"Jacob Withers",2021-05-06T18:35:38+00:00
66912,"Dasmen Residential",0,"7900 Krefeld Dr",Charlotte,"Mecklenburg County",NC,28227,"Jacob Withers",2021-05-06T18:33:21+00:00
66911,"Sterling Management",0,"4350 Congress St",Charlotte,"Mecklenburg County",NC,28209,"Jacob Withers",2021-05-06T18:30:31+00:00
66907,"American Landmark Properties",0,"8114 Lawndale Ave",Skokie,"Cook County",IL,60076,"Jacob Withers",2021-05-06T18:22:09+00:00
66906,"Blue Stone Premier",0,"12309 Sugar Ridge Blvd",Stafford,"Fort Bend County",TX,77477,"Jacob Withers",2021-05-06T18:15:00+00:00
66903,"Hercules Real Estate",0,"168 Business Park Dr","Virginia Beach",,VA,23462,"Jacob Withers",2021-05-06T17:58:00+00:00
66902,"Sentinel Real Estate Corp",0,"423 N Graham St",Charlotte,"Mecklenburg County",NC,28202,"Jacob Withers",2021-05-06T17:46:21+00:00
66901,"First Communities Management",0,"1200 Lake Hearn Dr NE",Atlanta,"Fulton County",GA,30319,"Jacob Withers",2021-05-06T17:44:07+00:00
66899,"Northland Investment Corporation",0,"8200 Riverbirch Dr",Charlotte,"Mecklenburg County",NC,28210,"Jacob Withers",2021-05-06T17:40:02+00:00
66898,"D&L Parts Company",0,"2100 Freedom Dr",Charlotte,"Mecklenburg County",NC,28208,"Jacob Withers",2021-05-06T17:36:29+00:00
66897,"Ginkgo Residential LLC",0,"200 S College St",Charlotte,"Mecklenburg County",NC,28202,"Jacob Withers",2021-05-06T17:34:49+00:00
66894,"Archdale Manor Apartments",0,"6614 Wisteria Dr",Charlotte,"Mecklenburg County",NC,28210,"Jacob Withers",2021-05-06T17:31:17+00:00
66893,"Riverstone Apartment Homes",0,"709 Patriot Pkwy","Rock Hill","York County",SC,29730,"Jacob Withers",2021-05-06T17:29:25+00:00
66891,"Alexa Residential LLC",0,"14627 Davis Trace Dr","Mint Hill","Mecklenburg County",NC,28227,"Jacob Withers",2021-05-06T17:27:23+00:00
66887,"John Greene Dodge Jeep Ram",0,"910 Jamestown Rd",Morganton,"Burke County",NC,28655,"Jacob Withers",2021-05-06T17:01:07+00:00
66885,Meritor,0,"105 Wamsutta Mill Rd",Morganton,"Burke County",NC,28655,"Jacob Withers",2021-05-06T16:53:42+00:00
66883,"McCrory Construction",0,"777 Lowndes Hill Rd",Greenville,"Greenville County",SC,29607,"Jacob Withers",2021-05-06T16:50:07+00:00
66882,"Grace Ridge",0,"500 Lenoir Rd",Morganton,"Burke County",NC,28655,"Jacob Withers",2021-05-06T16:45:57+00:00
66881,"Wilkie Construction",0,"2025 Harper Ave",Lenoir,"Caldwell County",NC,28645,"Jacob Withers",2021-05-06T16:43:48+00:00
66879,"Craftmaster Furniture",0,"221 Craftmaster Rd",Hiddenite,"Alexander County",NC,28636,"Jacob Withers",2021-05-06T16:40:34+00:00
66779,"Beaufort Yacht Sales",0,"300 Front St",Beaufort,"Carteret County",NC,28516,"Jacob Withers",2021-05-04T18:34:27+00:00
66762,Fuddruckers,0,"1509 John B White Sr Blvd",Spartanburg,"Spartanburg County",SC,29301,"Jacob Withers",2021-05-04T15:07:33+00:00
66758,"Central Piedmont Fire Protection",0,"601 Hedrick St",Salisbury,"Rowan County",NC,28144,"Jacob Withers",2021-05-04T14:57:08+00:00
66638,"Chris Long Residence",1,"2128 Camp Greene Road",Charlotte,,NC,,"Dan Davis",2021-05-03T19:20:41+00:00
24232,"Main Street Management Group",7,"18115 West Catawba Avenue",Cornelius,"Mecklenburg County",NC,28031,"John Hedrick",2021-04-30T16:25:57+00:00
66565,"SLG Carbon",0,"307 Jamestown Rd",Morganton,"Burke County",NC,28655,"Jacob Withers",2021-04-30T11:30:15+00:00
24148,"International Express Trucking",2,"141 Robins Street",Lowell,"Gaston County",NC,28098,"Jacob Withers",2021-04-30T11:27:23+00:00
23899,"Chesser Container",1,"4330 Chesapeake Drive",Charlotte,"Mecklenburg County",NC,28216,,2021-04-28T17:01:23+00:00
59949,"Eagle Lighting INC",1,,"Rock Hill","York County",SC,29732,,2021-04-28T16:22:18+00:00
37110,"Norfolk Southern",1,"312 W Liddell St",Charlotte,"Mecklenburg County",NC,28206,"John Hedrick",2021-04-27T18:29:19+00:00
66045,"Master Building",1,"325 McGill Ave NW",Concord,"Cabarrus County",NC,28027,"John Hedrick",2021-04-27T17:11:41+00:00
66214,"LKN Realty",0,"630 Williamson Rd",Mooresville,"Iredell County",NC,28117,,2021-04-27T14:25:38+00:00
66221,"Hansen Property Management",0,"18145 W Catawba Ave",Cornelius,"Mecklenburg County",NC,28031,,2021-04-23T18:17:21+00:00
66220,"Southcrest Properties",0,"517 Alcove Rd",Mooresville,"Iredell County",NC,28117,,2021-04-23T18:15:49+00:00
66219,"Newport Properties",0,"542 Williamson Rd",Mooresville,"Iredell County",NC,28117,,2021-04-23T18:14:30+00:00
66218,"Fox Group Properties",0,"132 Joe Knox Ave",Mooresville,"Iredell County",NC,28117,,2021-04-23T18:13:02+00:00
66215,"The Langtree Group",0,"The Langtree Group",Mooresville,"Iredell County",NC,28117,,2021-04-23T18:09:49+00:00
66211,"West Maple Realty",0,"West Maple Realty",Concord,"Cabarrus County",NC,28027,,2021-04-23T18:02:48+00:00
66210,"Excel Property Management",0,"Excel Property Management",Raleigh,"Wake County",NC,27615,,2021-04-23T18:01:22+00:00
66207,"Seesue Properties",0,,Mooresville,"Iredell County",NC,,,2021-04-23T17:57:41+00:00
66206,"GPM Group",0,"GPM Group",Davidson,"Mecklenburg County",NC,28036,,2021-04-23T17:55:10+00:00
66201,"Adam Blake Properties",0,"Adam Blake Properties",Cornelius,"Mecklenburg County",NC,28031,,2021-04-23T17:50:35+00:00
66198,"McClure Property Management",0,"McClure Property Management",Mooresville,"Iredell County",NC,28117,,2021-04-23T17:46:04+00:00
66197,"Park Avenue Properties",0,"19750 W Catawba Ave",Cornelius,"Mecklenburg County",NC,28031,,2021-04-23T17:39:21+00:00
66196,"Victory Property Management",0,"Victory Property Management",Charlotte,"Mecklenburg County",NC,28211,,2021-04-23T17:37:05+00:00
66195,"Neighborhood Property Management",0,"Neighborhood Property Management",Huntersville,"Mecklenburg County",NC,28078,,2021-04-23T17:31:05+00:00
66194,"PMI Charlotte",0,"PMI Charlotte",Huntersville,"Mecklenburg County",NC,28078,,2021-04-23T17:26:16+00:00
66161,"Alan Darin Residence",1,"200 Raintree Cir",Jacksonville,"Onslow County",NC,28540,"Jacob Withers",2021-04-23T12:50:46+00:00
66126,"Brown Investment Properties",0,"440 W Market St",Greensboro,"Guilford County",NC,27401,"Jacob Withers",2021-04-22T18:05:04+00:00
66123,"Lerner Residential",0,"5009 Monroe Rd",Charlotte,"Mecklenburg County",NC,28205,"Jacob Withers",2021-04-22T17:09:16+00:00
66122,"R&S Management",0,"1981 J N Pease Pl",Charlotte,"Mecklenburg County",NC,28262,"Jacob Withers",2021-04-22T17:08:11+00:00
66121,"Multi Family Select",0,"300 E John St Suite 138",Matthews,"Mecklenburg County",NC,28105,"Jacob Withers",2021-04-22T17:06:37+00:00
66120,"SRP Realty & Management",0,"438 E Garrison Blvd",Gastonia,"Gaston County",NC,28054,"Jacob Withers",2021-04-22T17:04:56+00:00
